B.Code,T.Name,IN.Level.Name,Time,Missing,R.Level.Name,table,issue,issue_addressed,addressed_by_whom,notes
SA0053,B 100% NPK Wheat,NA,1974 W ,1974 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1975 W ,1975 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1976 W ,1976 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1977 W ,1977 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1978 W ,1978 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1979 W ,1979 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1980 W ,1980 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1981 W ,1981 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1982 W ,1982 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1983 W ,1983 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1984 W ,1984 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1985 W ,1985 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1986 W ,1986 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1987 W ,1987 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1988 W ,1988 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1989 W ,1989 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1990 W ,1990 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1991 W ,1991 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1992 W ,1992 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1993 W ,1993 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1994 W ,1994 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1995 W ,1995 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1996 W ,1996 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1997 W ,1997 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1998 W ,1998 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,1999 W ,1999 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,2000 W ,2000 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK Wheat,NA,2001 W ,2001 W ,B NPK,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1972 W ,1972 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1974 W ,1974 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1975 W ,1975 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1976 W ,1976 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1977 W ,1977 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1978 W ,1978 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1979 W ,1979 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1980 W ,1980 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1981 W ,1981 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1982 W ,1982 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1983 W ,1983 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1984 W ,1984 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1985 W ,1985 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1986 W ,1986 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1987 W ,1987 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1988 W ,1988 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1989 W ,1989 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1990 W ,1990 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1991 W ,1991 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1992 W ,1992 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1993 W ,1993 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1994 W ,1994 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1995 W ,1995 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1996 W ,1996 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1997 W ,1997 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1998 W ,1998 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,1999 W ,1999 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,2000 W ,2000 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,B 100% NPK+FYM Wheat,NA,2001 W ,2001 W ,B NPK + FYM ,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1972 W ,1972 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1974 W ,1974 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1975 W ,1975 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1976 W ,1976 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1977 W ,1977 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1978 W ,1978 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1979 W ,1979 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1980 W ,1980 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1981 W ,1981 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1982 W ,1982 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1983 W ,1983 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1984 W ,1984 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1985 W ,1985 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1986 W ,1986 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1987 W ,1987 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1988 W ,1988 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1989 W ,1989 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1990 W ,1990 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1991 W ,1991 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1992 W ,1992 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1993 W ,1993 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1994 W ,1994 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1995 W ,1995 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1996 W ,1996 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1997 W ,1997 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1998 W ,1998 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,1999 W ,1999 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,2000 W ,2000 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,Control Wheat ,NA,2001 W ,2001 W ,B Control,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0053,NA,NA,2001 W ,2001 W ,R Control/R N/R NP/R NPK/R NPK + FYM /A C/A N/A NP/A NPK/A NPK + FYM,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
SA0058,1_WH_CON_IR0/2_WH_FYM_IR0/3_WH_NPK+FYM_IR0/4_WH_FYM+50NPK_IR0/5_WH_NPK_IR0/6_WH_FYMs+NPKw_IR0/1_WH_CON_IR1/2_WH_FYM_IR1/3_WH_NPK+FYM_IR1/4_WH_FYM+50NPK_IR1/5_WH_NPK_IR1/6_WH_FYMs+NPKw_IR1,NA,2006-WH..2007-WH..2008-WH..2009-WH..2010-WH..2011-WH..2012-WH..2013-WH..2014-WH,2006-WH,NA,Data.Out,Time in treatments tab does not match Time tab,FALSE,"",""
