B.Code,field,issue,value,table,parent_table,tabname,master_table,issue_addressed,addressed_by_whom,notes
LM0006,IN.Level.Name,Mismatch in field value between parent and child tables.,INT-CV__INT-DAC__INT-MZ/INT-CV__INT-FLEM__INT-MZ/INT-CV__INT-MZ__INT-SEN,Data.Out,Int.Out,,,FALSE,"",""
LM0061,IN.Level.Name,Mismatch in field value between parent and child tables.,CP No till + Pruning__LL/CP No till No pruning__LL/CP Till + Pruning__LL/CP Till No pruning__LL/LL__M 0N + Prunings/LL__M 0N + Prunings>>M 0N + Prunings No Till/LL__M 0N No Prunings/LL__M 0N No Prunings>>M 0N No Pruning No Till/LL__M 40N + Prunings/LL__M 40N + Prunings>>M 40N + Prunings No Till/LL__M 80N + Prunings/LL__M 80N + Prunings>>M 80N + Prunings No Till,Data.Out,Int.Out,,,FALSE,"",""
LM0075.1,IN.Level.Name,Mismatch in field value between parent and child tables., (CP) 2 m Gliricidia__Cowpea + 2m Gliricidia/ (Maize) 2 m Gliricidia__Maize + 2m Gliricidia/(CP) 2 m Leucaena__Cowpea + 2m Leucaena/(CP) 4 m Gliricidia__Cowpea + 4m Gliricidia/(CP) 4 m leucaena__Cowpea + 4m Leucaena/(Maize) 2 m Leucaena__Maize + 2m Leucaena/(Maize) 4 m Gliricidia__Maize + 4m Gliricidia/(Maize) 4 m leucaena__Maize + 4m Leucaena,Data.Out,Int.Out,,,FALSE,"",""
LM0168,IN.Level.Name,Mismatch in field value between parent and child tables.,2A..2B..2C..2D__INT-BN/2A..2B..2C..2D__INT-MZ/4A..4B..4C..4D__INT-BN/4A..4B..4C..4D__INT-MZ/8A..8B..8C..8D__INT-BN/8A..8B..8C..8D__INT-MZ,Data.Out,Int.Out,,,FALSE,"",""
LM0171,IN.Level.Name,Mismatch in field value between parent and child tables.,2A..2B..2C..2D__INT-MZ/4A..4B..4C..4D__INT-MZ/8A..8B..8C..8D__INT-MZ,Data.Out,Int.Out,,,FALSE,"",""
LM0173,IN.Level.Name,Mismatch in field value between parent and child tables.,LL 4m inter..LL 4m block__M 75/LL 5m inter..LL 5m block__M 80 /LL 6.7m inter..LL 6.7m block__M 85/M 75__SS 4m inter..SS 4m block/M 80 __SS 5m inter..SS 5m block/M 85__SS 6.7m inter..SS 6.7m block,Data.Out,Int.Out,,,FALSE,"",""
LM0187,IN.Level.Name,Mismatch in field value between parent and child tables.,BU-INT-M__CB-INT/BU-PPT__DES-INT/CB-INT__KS-INT-M/CB-INT__SIA-INT-M/CB-INT__SUB-INT-M/CB-INT__TN-INT-M/CB-INT__VG-INT-M/DES-INT__KS-PPT/DES-INT__SIA-PPT/DES-INT__SUB-PPT/DES-INT__TN-PPT/DES-INT__VG-PPT,Data.Out,Int.Out,,,FALSE,"",""
LM0194,IN.Level.Name,Mismatch in field value between parent and child tables.,(Bn) CAMSi+CR.NY__(Mz)CAMSi+CR.NY/(Bn) CAMSi-CR.NY__(Mz)CAMSi-CR.NY/(Bn) CTMSi+CR.NY__(Mz)CTMSi+CR.NY/(Bn) CTMSi-CR.NY__(Mz)CTMSi-CR.NY,Data.Out,Int.Out,,,FALSE,"",""
LM0264,IN.Level.Name,Mismatch in field value between parent and child tables.,G_G/M inter alley__M_G/M inter alley/G_G/M inter block__M_G/M inter block/M_PP/M inter__PP_PP/M inter,Data.Out,Int.Out,,,FALSE,"",""
LM0276,IN.Level.Name,Mismatch in field value between parent and child tables.,Inter CP__Inter GR /Inter GR __Inter Maize,Data.Out,Int.Out,,,FALSE,"",""
LM0279,IN.Level.Name,Mismatch in field value between parent and child tables.,Inter CP__Inter GR /Inter GR __Inter Maize,Data.Out,Int.Out,,,FALSE,"",""
LM0321,IN.Level.Name,Mismatch in field value between parent and child tables.,(M)Le+NPK__Le/(M)Le-NPK__Le/(M)Se+NPK__Se/(M)Se-NPK__Se,Data.Out,Int.Out,,,FALSE,"",""
NM0001,IN.Level.Name,Mismatch in field value between parent and child tables.,T2 (common bean)__TC/T3 (common bean + ridges)__TC,Data.Out,Int.Out,,,FALSE,"",""
NM0003,IN.Level.Name,Mismatch in field value between parent and child tables.,Abontem..Omankwa__Apagbala/Abontem..Omankwa__Nandanbaya/Abontem..Omankwa__Padituya/Abontem__Apagbala/Abontem__Nandanbaya/Abontem__Padituya/Apagbala__Omankwa/Nandanbaya__Omankwa/Omankwa__Padituya,Data.Out,Int.Out,,,FALSE,"",""
NM0004,IN.Level.Name,Mismatch in field value between parent and child tables.,Improved bean lyamungu 90 (Intercrop)..Local bean Mkanamna (Intercrop)__Maize (Intercrop)/Improved bean lyamungu 90 (Intercrop)__Maize (Intercrop)/Local bean Mkanamna (Intercrop)__Maize (Intercrop),Data.Out,Int.Out,,,FALSE,"",""
NM0013,IN.Level.Name,Mismatch in field value between parent and child tables.,GN Int JL24__PP Int/GN Int Nsinjiro..GN Int JL24_PP Int/GN Int Nsinjiro__PP Int/MZ__PP Int,Data.Out,Int.Out,,,FALSE,"",""
NM0015,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize Int NT__Ruzigrass,Data.Out,Int.Out,,,FALSE,"",""
NM0016,IN.Level.Name,Mismatch in field value between parent and child tables.,CD 384 HX (M)__Congo Grass Int/Congo Grass Int__DKB 285 PRO (M)/Congo Grass Int__P 30F53 YH (M)/Congo Grass Int__P3456 H (M),Data.Out,Int.Out,,,FALSE,"",""
NM0019,IN.Level.Name,Mismatch in field value between parent and child tables.,Fava Bean B0__Maize B0__Squash B0/Fava Bean B1__Maize B1__Squash B1/Fava Bean B2__Maize B2__Squash B2/Fava Bean B3__Maize B3__Squash B3/Fava Bean B4__Maize B4__Squash B4/Fava Bean C__Maize C__Squash C,Data.Out,Int.Out,,,FALSE,"",""
NM0020,IN.Level.Name,Mismatch in field value between parent and child tables.,Black oats M__Vetch M,Data.Out,Int.Out,,,FALSE,"",""
NM0022,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize Int__U. ruziziensis Int,Data.Out,Int.Out,,,FALSE,"",""
NM0028,IN.Level.Name,Mismatch in field value between parent and child tables.,Cowpea 1__Sorghum 1/Cowpea 1__Sorghum 2/Cowpea 2__Sorghum 1,Data.Out,Int.Out,,,FALSE,"",""
NM0029,IN.Level.Name,Mismatch in field value between parent and child tables.,Black oats__Blue Lupin/Black oats__Hairy Vetch__Radish/Black oats__Hairy Vetch__Rye/Black oats__Rye__Triticale/Common Bean__Radish/Common Bean__Sorghum,Data.Out,Int.Out,,,FALSE,"",""
NM0030,IN.Level.Name,Mismatch in field value between parent and child tables.,Bean Int__Maize Int M & B__Millet Int M/Bean Int__Maize Int M & B__Millet Int M__Sorghum Int /Bean Int__Maize int B/Maize Int S__Sorghum Int /Maize int M__Millet Int M,Data.Out,Int.Out,,,FALSE,"",""
NM0032,IN.Level.Name,Mismatch in field value between parent and child tables.,M int MF  (F)__P int MF  (F)/M int MF (OR)__P int MF (OR)/M int MF (TR)__M int MF (TR)/M int NF  (F)__P int NF  (F)/M int NF (OR)__P int NF (OR)/M int NF (TR)__P int NF (TR)/M int RF  (F)__P int RF  (F)/M int RF (OR)__P int RF (OR)/M int RF (TR)__P int RF (TR),Data.Out,Int.Out,,,FALSE,"",""
NM0038,IN.Level.Name,Mismatch in field value between parent and child tables.,Maize A__Yam A/Maize B__Yam B,Data.Out,Int.Out,,,FALSE,"",""
NM0039,IN.Level.Name,Mismatch in field value between parent and child tables.,Control M__Cowpea__Okra/Cowpea__Okra__ORP + CD1 M/Cowpea__Okra__ORP + CD2 M/Cowpea__Okra__ORP + CD3 M/Cowpea__Okra__ORP + CD4 M/Cowpea__Okra__ORP M,Data.Out,Int.Out,,,FALSE,"",""
NM0045,IN.Level.Name,Mismatch in field value between parent and child tables.,C int (180) CT__M int (180) CT/C int (180) NT__M int (180) NT/C int CT__M int CT/C int NT__M int NT,Data.Out,Int.Out,,,FALSE,"",""
NM0061,IN.Level.Name,Mismatch in field value between parent and child tables.,0 C__0 M/30 C__30 M/60 C__60 M/90 C__90 M,Data.Out,Int.Out,,,FALSE,"",""
NM0065,IN.Level.Name,Mismatch in field value between parent and child tables.,Cassava  __M. jaspeada__Maize/Cassava  __M. preta__Maize/Cassava  __M. pruriens__Maize/Cassava  __Maize__P. phaseoloides/Cassava  __Maize__S. guianensis/Cassava NL__Maize NL,Data.Out,Int.Out,,,FALSE,"",""
NM0066,IN.Level.Name,Mismatch in field value between parent and child tables.,GI-C__GI-S/GS-C__GS-S/MI+GI-C__MI+GI-S/MI+GS-C__MI+GS-S/MI-C__MI-S/T-C__T-S,Data.Out,Int.Out,,,FALSE,"",""
NM0069,IN.Level.Name,Mismatch in field value between parent and child tables.,(2007) Sy 1__Mz 1/(2007) Sy 2__Mz 2/(2007) Sy 3__Mz 3/(2007) Sy 4__Mz 4/(2007) Sy SD2__Mz SD2/Mz 1__Sy 1/Mz 2__Sy 2/Mz 3__Sy 3/Mz 4__Sy 4/Mz SD2__Sy SD2,Data.Out,Int.Out,,,FALSE,"",""
NM0076,IN.Level.Name,Mismatch in field value between parent and child tables.,Dwarf pigeon pea__Rice Int/Rice Int__stylo/c. breviflora__Rice Int/c.spectabilis__Rice Int/calopo__Rice Int/forage peanut__Rice Int/jack bean__Rice Int,Data.Out,Int.Out,,,FALSE,"",""
NM0077,IN.Level.Name,Mismatch in field value between parent and child tables.,Climber bean__Potato Int/Garden Pea__Potato Int/Lablab bean__Potato Int,Data.Out,Int.Out,,,FALSE,"",""
NM0123,IN.Level.Name,Mismatch in field value between parent and child tables.,C-int_(CR0)_(N0)__M-int_(CR0)_(N0)/C-int_(CR0)_(N1)__M-int_(CR0)_(N1)/C-int_(CR1)_(N0)__M-int_(CR1)_(N0)/C-int_(CR1)_(N1)__M-int_(CR1)_(N1)/TrC_(CR0)_(N0)__TrM_(CR0)_(N0)/TrC_(CR0)_(N1)__TrM_(CR0)_(N1)/TrC_(CR1)_(N0)__TrM_(CR1)_(N0)/TrC_(CR1)_(N1)__TrM_(CR1)_(N1),Data.Out,Int.Out,,,FALSE,"",""
NN0159.2,IN.Level.Name,Mismatch in field value between parent and child tables.,Fava bean__Grape + CC__Rye/Grape + CC__Triticale /Grape + CC__Vetch,Data.Out,Int.Out,,,FALSE,"",""
NN0159.3,IN.Level.Name,Mismatch in field value between parent and child tables.,Fava bean__Grape + CC__Rye/Grape + CC__Triticale /Grape + CC__Vetch,Data.Out,Int.Out,,,FALSE,"",""
NN0187,IN.Level.Name,Mismatch in field value between parent and child tables.,DS-M-INT-FYM..DS-M-INT-FYM+NPK__INT-DES,Data.Out,Int.Out,,,FALSE,"",""
NN0192,IN.Level.Name,Mismatch in field value between parent and child tables.,SS__W int 0/SS__W int 10/SS__W int 5,Data.Out,Int.Out,,,FALSE,"",""
NN0232,IN.Level.Name,Mismatch in field value between parent and child tables.,Bn in MBB_Wo..Bn in MBB_W1..Bn in MBB_W2__Mz in MBB_Wo..Mz in MBB_W1..Mz in MBB_W2/Bn in MB_Wo..Bn in MB_W1..Bn in MB_W2__Mz in MB_Wo..Mz in MB_W1..Mz in MB_W2,Data.Out,Int.Out,,,FALSE,"",""
NN0241,IN.Level.Name,Mismatch in field value between parent and child tables.,Gliricidia 25% fert__Intercrop Maize 25% fert/Gliricidia 50% fert__Intercrop Maize 50% fert/Gliricidia MZ12- No fert__Intercrop Maize MZ12- No fert,Data.Out,Int.Out,,,FALSE,"",""
NN0247,IN.Level.Name,Mismatch in field value between parent and child tables.,Intercrop Gliricidia__Intercrop Maize 100% N 100% P/Intercrop Gliricidia__Intercrop Maize 100% N 50% P/Intercrop Gliricidia__Intercrop Maize 100% P/Intercrop Gliricidia__Intercrop Maize 100% fert/Intercrop Gliricidia__Intercrop Maize 50% N 100% P/Intercrop Gliricidia__Intercrop Maize 50% N 50% P/Intercrop Gliricidia__Intercrop Maize 50% P/Intercrop Gliricidia__Intercrop Maize 50% fert/Intercrop Gliricidia__Intercrop Maize No fert ,Data.Out,Int.Out,,,FALSE,"",""
NN0248,IN.Level.Name,Mismatch in field value between parent and child tables.,Cunninghan__MAIZE_INT/Hawaiian Giant__MAIZE_INT/MAIZE_INT__Peru,Data.Out,Int.Out,,,FALSE,"",""
NN0261,IN.Level.Name,Mismatch in field value between parent and child tables.,Impala_maize__Impala_tephrosia,Data.Out,Int.Out,,,FALSE,"",""
NN0310,IN.Level.Name,Mismatch in field value between parent and child tables.,Alnus acuminata__Inter Maize /Alnus acuminata__Inter bean/Casuarina equisetifolia__Inter Maize /Casuarina equisetifolia__Inter bean/Cupressus lusitanica__Inter Maize /Cupressus lusitanica__Inter bean/Entada abyssinica__Inter Maize /Entada abyssinica__Inter bean/Inter Maize __Maesopsis eminii (K)/Inter Maize __Maesopsis eminii (W)/Inter Maize __Markhamia lutea/Inter Maize __Melia azedarach/Inter bean__Maesopsis eminii (K)/Inter bean__Maesopsis eminii (W)/Inter bean__Markhamia lutea/Inter bean__Melia azedarach,Data.Out,Int.Out,,,FALSE,"",""
NN0347,IN.Level.Name,Mismatch in field value between parent and child tables.,INT-DES__INT-MZ+N/INT-DES__M-MZ-N,Data.Out,Int.Out,,,FALSE,"",""
NN0373,IN.Level.Name,Mismatch in field value between parent and child tables.,MAIZE_INT__PAF,Data.Out,Int.Out,,,FALSE,"",""
NN0414,IN.Level.Name,Mismatch in field value between parent and child tables.,CA Cowpea intercop__CA Maize intercrop/CT + Mulch Cowpea intercop__CT + Mulch Maize intercrop/CT Cowpea intercop__CT Maize intercrop,Data.Out,Int.Out,,,FALSE,"",""
NN0416,IN.Level.Name,Mismatch in field value between parent and child tables.,(Maize) maize +  roselle A1 intercrop..(Maize) maize +  roselle A2 intercrop..(Maize) maize +  roselle A3 intercrop__(roselle) maize +  roselle A1 intercrop..(roselle) maize +  roselle A2 intercrop..(roselle) maize +  roselle A3 intercrop/(Maize) maize +  roselle A1 intercrop__(roselle) maize +  roselle A1 intercrop/(Maize) maize +  roselle A2 intercrop__(roselle) maize +  roselle A2 intercrop/(Maize) maize +  roselle A3 intercrop__(roselle) maize +  roselle A3 intercrop,Data.Out,Int.Out,,,FALSE,"",""
NN0418,IN.Level.Name,Mismatch in field value between parent and child tables.,CA Maize intercrop__CA PP intercrop/CT Maize intercrop__CT PP intercrop,Data.Out,Int.Out,,,FALSE,"",""
NN0420,IN.Level.Name,Mismatch in field value between parent and child tables.,C  in 2M:2C__M in 2M:2C/C in 2M:4C__M in 2M:4C/G  in 2M:2G__M in 2M:2G/G in 2M:4G__M in 2M:4G,Data.Out,Int.Out,,,FALSE,"",""
NN0422,IN.Level.Name,Mismatch in field value between parent and child tables.,Desmodium intercrop __Maize intercrop + no amendment /Maize intercrop + stover __Soybean intercrop + stover/Maize intercrop + wood ash__Soybean intercrop + wood ash,Data.Out,Int.Out,,,FALSE,"",""
NN0424,IN.Level.Name,Mismatch in field value between parent and child tables.,Common bean __Maize intercrop (others) (Katumani)/Common bean __Sorghum intercrop (others)/Cowpea__Maize intercrop (others) (BH540)/Cowpea__Maize intercrop (others) (Katumani)/Cowpea__Sorghum intercrop (others)/Faba bean __Maize intercrop (others) (BH540)/Maize intercop with Potatoes (BH540)__Potato/Maize intercop with Potatoes (Katumani)__Sweet potato/Maize intercrop (others) (BH540)__Mustard/Maize intercrop (others) (Katumani)__Sesame/Sesame__Sorghum intercrop (others)/Sorghum intercrop with Potatoes__Sweet potato,Data.Out,Int.Out,,,FALSE,"",""
NN0425,IN.Level.Name,Mismatch in field value between parent and child tables.,Brachiaria brizantha__Intercrop Maize 0.45m /Brachiaria brizantha__Intercrop Maize 0.90m /Brachiaria brizantha__Intercrop Maize 0.90m ..Intercrop Maize 0.45m ,Data.Out,Int.Out,,,FALSE,"",""
NN0427,IN.Level.Name,Mismatch in field value between parent and child tables.,MB 1 (Brachiaria)__MB 1 (Maize)/MB 2 (Brachiaria)__MB 2 (Maize)/MP1 (Maize)__MP1 (PP) 2008/MP1 (Maize)__MP1 (PP) 2009/MP2 (Maize)__MP2 (PP) 2008/MP2 (Maize)__MP2 (PP) 2009,Data.Out,Int.Out,,,FALSE,"",""
NN0430,IN.Level.Name,Mismatch in field value between parent and child tables.,intercrop TGX-high__maize high/intercrop TGX-low..intercrop TGX-medium..intercrop TGX-high__maize low..maize medium..maize high/intercrop TGX-low__maize low/intercrop TGX-medium__maize medium/intercrop samsoy-high__maize high/intercrop samsoy-low..intercrop samsoy-medium..intercrop samsoy-high__maize low..maize medium..maize high/intercrop samsoy-low__maize low/intercrop samsoy-medium__maize medium,Data.Out,Int.Out,,,FALSE,"",""
NN0432,IN.Level.Name,Mismatch in field value between parent and child tables.,Corn + PG_yr1..Corn + PG_yr2__PG in Corn + PG_yr1..PG in Corn + PG_yr2/Corn+ GG_yr1..Corn+ GG_yr2__GG in Corn+ GG_yr1..GG in Corn+ GG_yr2,Data.Out,Int.Out,,,FALSE,"",""
NN0434,IN.Level.Name,Mismatch in field value between parent and child tables.,CG in  soybean + CG__soybean in  soybean + CG/CG in maize + CG 0N__maize in maize + CG 0N/CG in maize + CG 100N__maize in maize + CG 100N/CG in maize + CG 150N__maize in maize + CG 150N/CG in maize + CG 50N__maize in maize + CG 50N/GG in maize + GG 0N__maize in maize + GG 0N/GG in maize + GG 100N__maize in maize + GG 100N/GG in maize + GG 150N__maize in maize + GG 150N/GG in maize + GG 50N__maize in maize + GG 50N/GG in soybean + GG__soybean in soybean + GG,Data.Out,Int.Out,,,FALSE,"",""
NN0435,IN.Level.Name,Mismatch in field value between parent and child tables.,(CG)maize + CG FS..(CG)maize + CG B..(CG)maize + CG  V4__(M)maize + CG FS..(M)maize + CG B..(M)maize + CG  V4/(GG-T)maize + GG-A FS..(GG)maize + GG-A B..(GG-T)maize + GG-A  V4__(M)maize + GG-A FS..(M)maize + GG-A B..(M)maize + GG-A  V4/(GG-T)maize + GG-T FS..(GG)maize + GG-T B..(GG-T)maize + GG-T  V4__(M)maize + GG-T FS..(M)maize + GG-T B..(M)maize + GG-T  V4/(M)maize + PG FS..(M)maize + PG B..(M)maize + PG V4__(PG)maize + PG FS..(PG)maize + PG B..(PG)maize + PG V4,Data.Out,Int.Out,,,FALSE,"",""
NN0437,IN.Level.Name,Mismatch in field value between parent and child tables.,(B) bean + P.dub II__(P2) bean + P.dub II/(B) bean + P.dub I__(P1) bean + P.dub I/(B) bean + eugra II__(E2) bean + eugra II/(B) bean + eugra I__(E1) bean + eugra I/(E1) soybean + eugra I__(S) soybean + eugra I/(E2) soybean + eugra II__(S) soybean + eugra II/(P1) soybean + P.dub I__(S) soybean + P.dub I/(P2) soybean + P.dub II__(S) soybean + P.dub II,Data.Out,Int.Out,,,FALSE,"",""
NN0441,IN.Level.Name,Mismatch in field value between parent and child tables.,(C)Cass-High maize-F0 (Igba)__(M)Cass-High maize-F0 (Igba)/(C)Cass-High maize-F0 (otukpo)__(M)Cass-High maize-F0 (otukpo)/(C)Cass-High maize-F0__(M)Cass-High maize-F0/(C)Cass-High maize-FC (Igba)__(M)Cass-High maize-FC (Igba)/(C)Cass-High maize-FC (otukpo)__(M)Cass-High maize-FC (otukpo)/(C)Cass-High maize-FC__(M)Cass-High maize-FC/(C)Cass-High maize-FM (Igba)__(M)Cass-High maize-FM (Igba)/(C)Cass-High maize-FM (otukpo)__(M)Cass-High maize-FM (otukpo)/(C)Cass-High maize-FM__(M)Cass-High maize-FM/(C)Cass-Low maize-F0 (Igba)__(M)Cass-Low maize-F0 (Igba)/(C)Cass-Low maize-F0 (otukpo)__(M)Cass-Low maize-F0 (otukpo)/(C)Cass-Low maize-F0__(M)Cass-Low maize-F0/(C)Cass-Low maize-FC (Igba)__(M)Cass-Low maize-FC (Igba)/(C)Cass-Low maize-FC (otukpo)__(M)Cass-Low maize-FC (otukpo)/(C)Cass-Low maize-FC__(M)Cass-Low maize-FC/(C)Cass-Low maize-FM (Igba)__(M)Cass-Low maize-FM (Igba)/(C)Cass-Low maize-FM (otukpo)__(M)Cass-Low maize-FM (otukpo)/(C)Cass-Low maize-FM__(M)Cass-Low maize-FM,Data.Out,Int.Out,,,FALSE,"",""
NN0445,IN.Level.Name,Mismatch in field value between parent and child tables.,Cowpea intercrop M0__Sorghum intercrop M0/Cowpea intercrop M100__Sorghum intercrop M100/Cowpea intercrop M50__Sorghum intercrop M50/Cowpea intercrop M75__Sorghum intercrop M75,Data.Out,Int.Out,,,FALSE,"",""
NN0449,IN.Level.Name,Mismatch in field value between parent and child tables.,Intercrop CP__Intercrop Maize /Intercrop CP__Intercrop PP with CP/Intercrop Maize __Intercrop PP with M,Data.Out,Int.Out,,,FALSE,"",""
NN0452,IN.Level.Name,Mismatch in field value between parent and child tables.,(Cowpea)CACI in Mwansambo__(maize)CACI in Mwansambo/(maize)CAPI in Lemu__(pigeon pea)CAPI in Lemu/CACI-cowpea(maize+CP)__CACI-maize(maize+CP)/CAPI-maize(maize+PP)__CAPI-Pigeon pea(maize+PP)/CAVI-maize(maize+V Bean)__CAVI-V bean(maize+V Bean),Data.Out,Int.Out,,,FALSE,"",""
NN0462,IN.Level.Name,Mismatch in field value between parent and child tables.,CP 50% NPK 50% BC__Inter 50% NPK 50% BC/CP BC__Inter BC/CP Control__Inter Control/CP NPK__Inter NPK/Inter 50% NPK 50% BC__SB 50% NPK 50% BC/Inter BC__SB BC/Inter Control__SB Control/Inter NPK__SB NPK,Data.Out,Int.Out,,,FALSE,"",""
NN0463,IN.Level.Name,Mismatch in field value between parent and child tables.,(LB)MZ- LB intercrop+P..(LB)MZ- LB intercrop+NP__(M)MZ- LB intercrop+P..(M)MZ- LB intercrop+NP/(LB)MZ- LB intercrop..(LB)MZ- LB intercrop+P__(M)MZ- LB intercrop..(M)MZ- LB intercrop+P/(M)MZ- mdP intercrop+P..(M)MZ- mdP intercrop+NP__(mdP)MZ- mdP intercrop+P..(mdP)MZ- mdP intercrop+NP/(M)MZ- mdP intercrop..(M)MZ- mdP intercrop+P__(mdP)MZ- mdP intercrop..(mdP)MZ- mdP intercrop+P/(ldP)MZ- ldP intercrop+P..(ldP)MZ- ldP intercrop+NP__(ldP)MZ- ldP intercrop+P..(ldP)MZ- ldP intercrop+NP/(ldP)MZ- ldP intercrop..(ldP)MZ- ldP intercrop+P__(M)MZ- ldP intercrop..(M)MZ- ldP intercrop+P,Data.Out,Int.Out,,,FALSE,"",""
NN0468,IN.Level.Name,Mismatch in field value between parent and child tables.,(Cowpea) CP–MZ relay (R1)_NGS__(Maize) CP–MZ relay (R1)_NGS/(Cowpea) CP–MZ relay (R1)_SGS__(Maize) CP–MZ relay (R1)_SGS/(Cowpea) CP–MZ relay (R2)_NGS__(Maize) CP–MZ relay (R2)_NGS/(Cowpea) CP–MZ relay (R2)_SGS__(Maize) CP–MZ relay (R2)_SGS/(Cowpea) CP–MZ relay (R3)_NGS__(Maize) CP–MZ relay (R3)_NGS/(Cowpea) CP–MZ relay (R3)_SGS__(Maize) CP–MZ relay (R3)_SGS/(Cowpea) CP–MZ relay (R4)_NGS__(Maize) CP–MZ relay (R4)_NGS/(Cowpea) CP–MZ relay (R4)_SGS__(Maize) CP–MZ relay (R4)_SGS/(Cowpea) MZ–CP relay (R5)_NGS__(Maize) MZ–CP relay (R5)_NGS/(Cowpea) MZ–CP relay (R5)_SGS__(Maize) MZ–CP relay (R5)_SGS/(Cowpea) MZ–CP relay (R6)_NGS__(Maize) MZ–CP relay (R6)_NGS/(Cowpea) MZ–CP relay (R6)_SGS__(Maize) MZ–CP relay (R6)_SGS,Data.Out,Int.Out,,,FALSE,"",""
NN0479,IN.Level.Name,Mismatch in field value between parent and child tables.,(C) maize-Calliandra__(M) maize-Calliandra/(C) maize-calliandra-napier__(M) maize-calliandra-napier__(N) maize-calliandra-napier/(L)  maize-Leucaena__(M) maize-Leucaena/(L) maize-Leucaena-napier__(M) maize-Leucaena-napier__(N) maize-Leucaena-napier/(M) maize-napier__(N) maize-napier,Data.Out,Int.Out,,,FALSE,"",""
NN0480,IN.Level.Name,Mismatch in field value between parent and child tables.,(B) 1 BC + 1 SF + 5 B__(BC) 1 BC + 1 SF + 5 B__(SF) 1 BC + 1 SF + 5 B/(B) 1 BC + 5 B__(BC) 1 BC + 5 B/(B) 1 IP +  5 B__(IP) 1 IP +5 B/(B) 1 IP + 1 SF + 5 B__(IP) 1 IP + 1 SF + 5 B__(SF) 1 IP + 1 SF + 5 B/(B) 1 SF + 5 B__(SF) 1 SF + 5 B,Data.Out,Int.Out,,,FALSE,"",""
NN0488,IN.Level.Name,Mismatch in field value between parent and child tables.,Conv till + maize res + GM + legume intercrop __Conv till + maize res + GM + legume intercrop (lab)/Reduced till + maize res + GM + legume intercrop __Reduced till + maize res + GM + legume intercrop (lab),Data.Out,Int.Out,,,FALSE,"",""
NN0490,IN.Level.Name,Mismatch in field value between parent and child tables.,GG 2:2__Maize 2:2/GG 2:3__Maize 2:3/GN 2:1__Maize 2:1/GN 2:2__Maize 2:2/GN 2:3__Maize 2:3,Data.Out,Int.Out,,,FALSE,"",""
NN0500,IN.Level.Name,Mismatch in field value between parent and child tables.,(lab) potato + lab__(P) potato + lab/(lima) potato + lima__(P) potato + lima,Data.Out,Int.Out,,,FALSE,"",""
NN0517,IN.Level.Name,Mismatch in field value between parent and child tables.,(LL) maize + lablab intercrop + MD__(M) maize + lablab intercrop + MD/(M) maize + sunhemp intercrop + MD__(Sun) maize + sunhemp intercrop + MD,Data.Out,Int.Out,,,FALSE,"",""
NN0524,IN.Level.Name,Mismatch in field value between parent and child tables.,CA NT + residue + Int Cowpea__CA NT + residue + Int Maize,Data.Out,Int.Out,,,FALSE,"",""
NN0537,IN.Level.Name,Mismatch in field value between parent and child tables.,CIAT 22759 - Inter__Maize with LL/DL1001 - Inter__Maize with LL/DL1002 - Inter__Maize with LL/Echo Cream - Inter__Maize with LL/Fadhari cowpea - Inter__Maize with CP/Highworth - Inter__Maize with LL/ILRI 13700 - Inter__Maize with LL/ILRI 14437 - Inter__Maize with LL/ILRI 6930 - Inter__Maize with LL/Karamoja Red - Inter__Maize with LL/Maize with LL__PI 195851 - Inter/Maize with LL__Q 6880B - Inter/Maize with LL__Rongai - Inter/Maize with LL__SARI Nyeupe - Inter/Maize with LL__SARI Rongai - Inter,Data.Out,Int.Out,,,FALSE,"",""
NN0544,IN.Level.Name,Mismatch in field value between parent and child tables.,khat + C.af  +  Ferr __khat + C.af  +  Ferr (tree1)__khat + C.af  +  Ferr (tree2),Data.Out,Int.Out,,,FALSE,"",""
NN0558,IN.Level.Name,Mismatch in field value between parent and child tables.,CRS DiS CP__CRS DiS M + legume M/CRS DiS M + legume M__CRS DiS PP /CRS DiS M + legume M__CRS DiS VB/DTC DS CP (inter)__DTC DS M Inter/DTC DS M Inter__DTC DS PP Inter/HRS RI + L Maize__HRS RI CP/HRS RI + L Maize__HRS RI PP/HRS RI + L Maize__HRS RI Velvet bean /MRS DS CP(inter)__MRS DS M(inter)/SRS DS M (inter)__SRS DS PP (inter)/SRS DS M (inter)__SRS DS SF (inter),Data.Out,Int.Out,,,FALSE,"",""
NN0560,IN.Level.Name,Mismatch in field value between parent and child tables.,LL_ exp 2__Maize Intercrop_ exp 2/LL__Maize Intercrop,Data.Out,Int.Out,,,FALSE,"",""
NN0561,IN.Level.Name,Mismatch in field value between parent and child tables.,(Bn) CAMBi+CR.Embu__(Mz) CAMBi+CR.Embu/(Bn) CAMBi+CR.KK__(Mz) CAMBi+CR.KK/(Bn) CAMSi+CR.NY__(Mz)CAMSi+CR.NY/(Bn) CTMBi+CR.KK__(Mz) CTMBi+CR.KK/(Bn) CTMBi−CR.Embu__(Mz) CTMBi−CR.Embu,Data.Out,Int.Out,,,FALSE,"",""
